171.954598,61
172.954598,60
173.954598,59
174.954598,58
175.954598,57
176.954598,56
177.954598,55
178.954598,54
180.954598,52
181.954598,51
182.954598,50
183.954598,49
184.954598,48
185.954598,47
186.954598,46
188.954598,44
189.954598,43
190.954598,42
191.954598,41
192.954598,40
193.954598,39
195.954598,37
196.954598,36
197.954598,35
198.954598,34
199.954598,33
201.954598,31
202.954598,30
203.954598,29
204.954598,28
206.954598,26
207.954598,25
208.954598,24
210.954598,22
211.954598,21
212.954598,20
213.954598,19
215.954598,17
216.954598,16
217.954598,15
219.954598,13
220.954598,12
221.954598,11
223.954598,9
224.954598,8
226.954598,6
227.954598,5
228.954598,4
230.954598,2
205.224698,1
