171.461538,61.538462
172.516686,60.483314
173.578327,59.421673
174.646501,58.353499
175.721249,57.278751
176.802611,56.197389
177.890627,55.109373
178.985338,54.014662
180.086786,52.913214
181.195013,51.804987
182.310059,50.689941
183.431967,49.568033
184.560779,48.439221
185.696538,47.303462
186.839286,46.160714
187.989066,45.010934
189.145922,43.854078
190.309897,42.690103
191.481035,41.518965
192.659379,40.340621
193.844976,39.155024
195.037868,37.962132
196.238101,36.761899
197.44572,35.55428
198.66077,34.33923
199.883298,33.116702
201.113349,31.886651
202.35097,30.64903
203.596207,29.403793
204.849106,28.150894
206.109716,26.890284
207.378084,25.621916
208.654257,24.345743
209.938283,23.061717
211.230211,21.769789
212.530089,20.469911
213.837966,19.162034
215.153892,17.846108
216.477916,16.522084
217.810088,15.189912
219.150458,13.849542
220.499076,12.500924
221.855993,11.144007
223.221261,9.778739
224.59493,8.40507
225.977053,7.022947
227.367681,5.632319
228.766867,4.233133
230.174663,2.825337
228.942547,1.408878
