168.461539,61.538461
169.498225,60.501775
170.541291,59.458709
171.590776,58.409224
172.646719,57.353281
173.709161,56.290839
174.77814,55.22186
175.853698,54.146302
176.935875,53.064125
178.024711,51.975289
179.120247,50.879753
180.222526,49.777474
181.331588,48.668412
182.447474,47.552526
183.570228,46.429772
184.699891,45.300109
185.836506,44.163494
186.980115,43.019885
188.130762,41.869238
189.28849,40.71151
190.453342,39.546658
191.625362,38.374638
192.804595,37.195405
193.991085,36.008915
195.184876,34.815124
196.386014,33.613986
197.594543,32.405457
198.81051,31.18949
200.033959,29.966041
201.264937,28.735063
202.503491,27.496509
203.749666,26.250334
205.00351,24.99649
206.26507,23.73493
207.534394,22.465606
208.811529,21.188471
210.096523,19.903477
211.389424,18.610576
212.690282,17.309718
213.999146,16.000854
215.316063,14.683937
216.641085,13.358915
217.974261,12.025739
219.315641,10.684359
220.665276,9.334724
222.023216,7.976784
223.389513,6.610487
224.764218,5.235782
226.147382,3.852618
399.903125,2.460942
