171.416137,61.538462
172.471006,60.483593
173.532366,59.422233
174.600258,58.354341
175.674721,57.279878
176.755796,56.198803
177.843524,55.111075
178.937946,54.016653
180.039102,52.915497
181.147035,51.807564
182.261786,50.692813
183.383397,49.571202
184.51191,48.442689
185.647368,47.307231
186.789813,46.164786
187.939289,45.01531
189.095839,43.85876
190.259505,42.695094
191.430333,41.524266
192.608366,40.346233
193.793648,39.160951
194.986225,37.968374
196.18614,36.768459
197.393439,35.56116
198.608168,34.346431
199.830372,33.124227
201.060097,31.894502
202.29739,30.657209
203.542297,29.412302
204.794865,28.159734
206.055141,26.899458
207.323173,25.631426
208.599008,24.355591
209.882694,23.071905
211.17428,21.780319
212.473814,20.480785
213.781345,19.173254
215.096923,17.857676
216.420596,16.534003
217.752415,15.202184
219.09243,13.862169
220.440691,12.513908
221.797249,11.15735
223.162155,9.792444
224.535461,8.419138
225.917218,7.037381
227.307477,5.647122
228.706293,4.248306
230.113716,2.840883
231.529783,1.424799
