170.954599,62
171.954599,61
172.954599,60
173.954599,59
174.954599,58
175.954599,57
176.954599,56
177.954599,55
179.954599,53
180.954599,52
181.954599,51
182.954599,50
183.954599,49
184.954599,48
185.954599,47
186.954599,46
188.954599,44
189.954599,43
190.954599,42
191.954599,41
192.954599,40
193.954599,39
195.954599,37
196.954599,36
197.954599,35
198.954599,34
200.954599,32
201.954599,31
202.954599,30
203.954599,29
204.954599,28
206.954599,26
207.954599,25
208.954599,24
210.954599,22
211.954599,21
212.954599,20
214.954599,18
215.954599,17
216.954599,16
217.954599,15
219.954599,13
220.954599,12
222.954599,10
223.954599,9
224.954599,8
226.954599,6
227.954599,5
228.954599,4
230.954599,2
30.27005,1
